# 洪武正韻譯訓字表
# v20200322
# Compiled by hhliow (github.com/hhliow)
# license: cc by-sa 4.0
# Trailing ' denotes 全濁上聲 syllables pronounced as 去聲.
# Modern vocalization (e. g. that found in theatry and Southwest Mandarin) may
#   palatalize or frictivize /k/ /g/ /ŋ/ /ʔ/ /h/ /ɦ/ before /i/ /y/,
#   merge syllable codae -p -t -k to [ʔ],
#   drop breathiness in /ʂʱ/ /ʃʱ/ /sʱ/ /fʱ/ /ɦ/, and
#   merge /iaw/ and /iɛw/.
# Credits:
#   The gloss is adapted from digitalized text of 洪武正韻 in Kanseki Repository.
#   Digitalization and transliteration of 洪武正韻譯訓 syllabary is done by hhliow (github.com/hhliow).
# Reference:
#   成元慶 洪武正韻譯訓音研究
#   高田時雄 明末官話調值小考
char	譯訓	ipa	gloss
㲨	*ᅀᅲᇰ	ʒyuŋ˩	㲨罽也
𥎂	*ᅀᅲᇰ	ʒyuŋ˩	𥎂矛也
鱅	*ᅀᅲᇰ	ʒyuŋ˩	魚名似鰱而頭大
慵	*ᅀᅲᇰ	ʒyuŋ˩	嬾也
𥧱	*ᅀᅲᇰ	ʒyuŋ˩	窳器病
崇	*ᅑᅮᇰ	ʈʂʱuŋ˩	鉏中切髙也聚也充也就也又國名古作崈
漴	*ᅑᅮᇰ	ʈʂʱuŋ˩	水聲又漾韻
蟲	*ᅑᅲᇰ	tʃʱyuŋ˩	持中切有足曰蟲無足曰豸俗作虫又送韻
爞	*ᅑᅲᇰ	tʃʱyuŋ˩	旱灼爾雅爞爞薰也郭璞曰旱熱薰人詩作蟲蟲又音彤
重	*ᅑᅲᇰ	tʃʱyuŋ˩	複也疊也又禾名亦作穜種又本韻及董送韻
穜	*ᅑᅲᇰ	tʃʱyuŋ˩	禾先種後熟詩作重又本韻董送韻
種	*ᅑᅲᇰ	tʃʱyuŋ˩	同上又本韻董送韻
蝩	*ᅑᅲᇰ	tʃʱyuŋ˩	夏蠶周禮謂之原蠶
盅	*ᅑᅲᇰ	tʃʱyuŋ˩	器虛也
融	*유ᇰ	jyuŋ˩	以中切和也明也炊氣上出也方言宋衛荆吳之間謂長曰融又祝融俗作融
瀜	*유ᇰ	jyuŋ˩	冲瀜水深
肜	*유ᇰ	jyuŋ˩	祭之明日又祭之名爾雅商曰肜周曰繹夏曰復胙本从舟今作月又侵韻
烿	*유ᇰ	jyuŋ˩	火氣
容	*유ᇰ	jyuŋ˩	容儀又盛也受也包函也亦作頌
頌	*유ᇰ	jyuŋ˩	漢恵帝紀有罪當盜者皆頌繫顔師古曰古者頌與容同刑法志注頌謂寛容之不桎梏也又魯徐生善為頌蘇林曰漢舊儀有二郎為頌貌威儀又送韻从公从頁本頌䫉字取其形容盛徳因借為歌頌字
溶	*유ᇰ	jyuŋ˩	水貌又董韻
蓉	*유ᇰ	jyuŋ˩	芙蓉生於水者即荷華也古詩渉江採芙蓉生於木者亦名拒霜楚辭搴芙蓉兮木末又蓯蓉藥名
庸	*유ᇰ	jyuŋ˩	用也常也周禮民功曰庸爾雅庸勞也又雇也唐有租庸調用人之力歳二十日閏加二日不役者日為絹三尺謂之庸屈原懐沙賦誹疑俊桀兮固庸態也王逸注庸廝賤之人也又城也詩以作爾庸
墉	*유ᇰ	jyuŋ˩	城也垣也牆也亦作庸庸墉義異者分押
鎔	*유ᇰ	jyuŋ˩	銷也鑄也說文鑄器法也董仲舒傳猶金在鎔注鎔謂鑄器之模範
鄘	*유ᇰ	jyuŋ˩	國名紂都朝歌東衛南鄘北邶
鏞	*유ᇰ	jyuŋ˩	大鐘書笙鏞以間詩鼖鼔維鏞
䡥	*유ᇰ	jyuŋ˩	車行貌
瑢	*유ᇰ	jyuŋ˩	瑽瑢珮玉行聲
傭	*유ᇰ	jyuŋ˩	役賃又本韻
𢧳	*유ᇰ	jyuŋ˩	兵器𢧳戣也
顒	*ᅌᅲᇰ	ŋyuŋ˩	魚容切顒顒君徳也仰也大頭也
喁	*ᅌᅲᇰ	ŋyuŋ˩	噞喁魚口上見貌司馬相如傳延頸舉踵喁喁然師古曰喁喁衆口向上也又相應和聲莊子後者唱喁又魚有二韻
禺	*ᅌᅲᇰ	ŋyuŋ˩	番禺地名今廣州縣又魚御二韻
弓	*규ᇰ	kyuŋ	居中切弧也
躬	*규ᇰ	kyuŋ	身屈為躬躬圭象人鞠躬形又親也恭也說文作躳
躳	*규ᇰ	kyuŋ	从身从呂呂古膂字象脊骨之形
宮	*규ᇰ	kyuŋ	爾雅宮謂之室又云大山宮郭璞曰宮謂圍繞之也禮記君為廬宮之是也又音名漢志宮中也居中央暢四方唱始施生為四聲綱又曰宫為土為信為思為君鼂錯傳處于法宮之中法淳曰法宫路寢正殿也上从宀宀音綿深屋也下从呂呂脊也脊在身中故从呂
恭	*규ᇰ	kyuŋ	祗也說文本作亦作共龔又姓晉申生之後
共	*규ᇰ	kyuŋ	同上左傳不道不共杜預注貌正曰共又君令臣共正考父三命兹益共論語舜共已正南面漢書霍光輔政上共已正南面師古曰共讀曰恭又法也詩受小共大共毛音恭鄭音拱又與供同見周禮詩匪其止共孟子共為子職而已矣谷永傳惟正之共又共工古諸侯名官名共城縣名又諡法又董送御三韻
供	*규ᇰ	kyuŋ	設也給也通作共亦作龔又送韻
龔	*규ᇰ	kyuŋ	給也說文設也與恭同又姓
穹	*큐ᇰ	kʰyuŋ	丘中切髙也封禪書顥穹注謂天也顥言氣顥汗穹言天穹隆也
芎	*큐ᇰ	kʰyuŋ	香草說文作左傳作鞠
鞠	*큐ᇰ	kʰyuŋ	左傳有山鞠窮乎又屋韻
銎	*큐ᇰ	kʰyuŋ	斧穿也又銎銎擊貌
𥳎	*큐ᇰ	kʰyuŋ	車弓
窮	*뀨ᇰ	kʱyuŋ˩	渠宮切極也竟也究也塞也有窮國名說文作竆
藭	*뀨ᇰ	kʱyuŋ˩	芎藭葉似江離根曰芎藭苗曰蘪蕪說文作相如賦作穹窮
蛩	*뀨ᇰ	kʱyuŋ˩	同上切蛩蛩巨虚獸名一曰秦謂蟬蛻曰蛩
邛	*뀨ᇰ	kʱyuŋ˩	地名又勞也病也謂維王之邛與俯卬之卬不同邛从工从邑卬从匕从節
筇	*뀨ᇰ	kʱyuŋ˩	竹名
𦭭	*뀨ᇰ	kʱyuŋ˩	蓂莢也
蛬	*뀨ᇰ	kʱyuŋ˩	蟋蟀亦名蜻蛚通作蛩又董韻
𦨰	*뀨ᇰ	kʱyuŋ˩	南楚船小而深謂之𦨰
𥞱	*뀨ᇰ	kʱyuŋ˩	楈也
農	*누ᇰ	nuŋ˩	奴宗切炎帝神農又耕田之甿漢志闢土殖榖曰農又厲山氏有子曰農能殖百榖後世因名耕田甿為農又厚也書農用八政又種也左傳其庶人力於農穡杜預曰種曰農斂曰穡
儂	*누ᇰ	nuŋ˩	吳人謂我為儂韓愈瀧吏詩牙眼怖殺儂
𩅽	*누ᇰ	nuŋ˩	露多貌
濃	*누ᇰ	nuŋ˩	濃濃厚貌詩零露濃濃音奴同切又尼容切厚也淡之對
醲	*누ᇰ	nuŋ˩	厚酒又與濃同馬援傳明主醲於用賞
穠	*누ᇰ	nuŋ˩	華木稠多貌
襛	*누ᇰ	nuŋ˩	衣厚貌詩何彼襛矣
舂	*ᄾᅲᇰ	ʃyuŋ	書容切擣也黄帝臣雍父作舂
摏	*ᄾᅲᇰ	ʃyuŋ	撞也亦作舂
憃	*ᄾᅲᇰ	ʃyuŋ	愚也又陽送漾三韻
蹖	*ᄾᅲᇰ	ʃyuŋ	蹋也
𩥫	*ᄾᅲᇰ	ʃyuŋ	駑馬
𪄻	*ᄾᅲᇰ	ʃyuŋ	𪇆𪄻鳥名布榖也
胷	*휴ᇰ	hyuŋ	許容切膺也亦作匈匈
匈	*휴ᇰ	hyuŋ	荀子匈中相如賦其於匈中曾不蔕芥朱邑傳匈臆約結又匈奴北夷名又匈匈喧擾之意漢髙紀天下匈匈勞苦又匈匈讙議之聲荀子君子不為小人之匈匈而易其行漢書無音荀子有平去兩音宜從通用又送董韻
凶	*휴ᇰ	hyuŋ	不吉也禍也又董韻
洶	*휴ᇰ	hyuŋ	水勢又董韻
兇	*휴ᇰ	hyuŋ	惡暴又擾恐或作忷又董韻
訩	*휴ᇰ	hyuŋ	訟也衆語也亦作詾匈哅又董韻
詾	*휴ᇰ	hyuŋ	同上又嚇也又董韻
哅	*휴ᇰ	hyuŋ	同上又董送二韻
跫	*휴ᇰ	hyuŋ	人行聲莊子足音跫然又巨恭反又董韻
兄	*휴ᇰ	hyuŋ	長也男子先生為兄又庚韻漾韻
邕	*ᅙᅲᇰ	ʔyuŋ	於容切說文邑四方有水自邕城池者是也又和也
噰	*ᅙᅲᇰ	ʔyuŋ	鳥聲亦作嗈爾雅噰噰音聲和也通作邕詩作雝
雍	*ᅙᅲᇰ	ʔyuŋ	和也書黎民於變時雍亦作邕晉桑虞閨門邕穆又雍奴縣在幽州水經四方有水曰雍不流曰奴辟雍學名爾雅太嵗在戊曰著雍篆作雝又董送二韻
雝	*ᅙᅲᇰ	ʔyuŋ	詩雝雝喈喈又和也詩雝雝在宫有來雝雝周頌雝篇包咸注論語作雍又澤也詩于彼西雝又雝渠鳥名又董送二韻
灉	*ᅙᅲᇰ	ʔyuŋ	水名爾雅水自河出為灉亦作澭㴩周禮作維又送韻
維	*ᅙᅲᇰ	ʔyuŋ	周禮職方氏兗州其浸盧維釋文盧音雷維於恭切又支送二韻
廱	*ᅙᅲᇰ	ʔyuŋ	辟廱學名說文作廦廱爾雅廱廱和也通作雝雍天子曰辟廱詩箋辟廱者築土雝水之外圓如璧四方來觀者均辟雍與廱邕穆與雍類難雙押如蔡邕時雍辟廱之類不妨分押
饔	*ᅙᅲᇰ	ʔyuŋ	熟食詩作𩟷又送韻
壅	*ᅙᅲᇰ	ʔyuŋ	塞也障也堨也雞壅芡也又董韻
癰	*ᅙᅲᇰ	ʔyuŋ	癰癤俗作癕
甕	*ᅙᅲᇰ	ʔyuŋ	汲水缾古作前漢西域傳烏弋國有大鳥卵如甕顔師古音平聲又送韻
罋	*ᅙᅲᇰ	ʔyuŋ	見廣韻又送韻
雄	*ᅘᅲᇰ	ɦyuŋ˩	胡容切飛曰雌雄走曰牝牡借為英雄字又以中切
熊	*ᅘᅲᇰ	ɦyuŋ˩	獸似豕又以中切
支	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	旨而切度也持也出也纎支鮮支縞也析支月支戎國名又姓又支離披貌玉篇載充也又離支自異又本支詩本支百世揚雄傳支葉扶疏又茘支漢書南海獻茘支並作枝又四支孟子惰其四支漢書武紀民猶支體亦作枝肢胑又支梧亦作枝搘榰又黄支木名實黄可染一名鮮支子虛賦鮮支黄礫師古曰即今支子木也一名薝蔔薝音膽一名林蘭亦作巵梔古惟支字通用後人加偏旁以别之支枝肢巵梔義異者不妨重押篆文作今作支支乃篆文文字从十从又今以攴代支而以支代叟俗多作吏誤攴音普卜𭃄又翹移切令支縣名
枝	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	枝柯左傳引詩本枝百世又四枝又茘枝枝梧通作支枝與枝不同音枚从攴攴與攵同
肢	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	肢軆
胑	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	同上荀子如四胑之從心
巵	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	酒器亦作卮觝觶漢書注應劭曰飲酒禮器古以角作受四升古字作觝師古曰飲酒圓器也今尚有之又黄巵漢書千𤱔巵茜與字不同五果切木節也
卮	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	漢紀髙祖奉玉卮為太上皇夀建本作巵非
梔	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	杜甫有梔子詩
觝	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	又霽韻
觶	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	同上又寘韻廣韻本音寘今作奉觶字
氏	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	月氏西域國名漢王恢傳作月支又閼氏單于后閼音煙又子盈切狋氏縣名又紙韻
榰	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	柱砥爾雅榰柱也郭璞曰相榰柱也柱音注
搘	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	搘捂亦作榰枝支
禔	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	安福又常支切又齊韻从示示音祈俗作祗
祇	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	適所以之辭詩祇自疧兮亦作秪袛秖又見下
祗	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	同上詩祗攪我心又恭也又見下
袛	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	同上漢竇嬰傳袛加對師古曰字从衣
衹	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	同上司馬遷傳衹取辱耳
秖	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	同上鄒陽傳秖結怨而不見徳
秪	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	禾始熟見玉篇
砥	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	石細於礪見廣韻亦作厎又紙韻
厎	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	漢梅福傳爵祿天下之厎石師古有平去二音又紙寘二韻
跂	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	莊子踶跂為義李云用心為義貌崔音枝郭音綺又翹移切又見霽陌二韻
鳷	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	鳥名漢武鳷鵲觀
胝	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	皮厚也趼也俗作亦作躓又張尼切
躓	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	孟子注禹稷駢躓音張尼切又寘韻
脂	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	說文戴角者脂無角者膏
之	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	適也往也至也語助也
芝	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	說文瑞草案篆文芝與同象芝草之形後世加艸以别之也一曰反止為㞢故之往也借為芝草字王充論衡角生於土土氣和故芝草生古瑞命記王者徳仁則芝草生文選煌煌靈芝一年三秀漢舊儀曰芝有九莖金色緑葉朱實夜有光
葘	*ᅐᅳ	ʈʂɨ	同上切又莊持切說文田不耕爾雅田一歳曰葘亦作又漢武瓠子歌隤林竹兮揵石葘師古曰石葘謂臿石立之然後以土就填塞也葘亦臿耳又臨葘郡名又皆寘二韻
[甾/⿱𡿧田]	*ᅐᅳ	ʈʂɨ	同上又說文東楚名缶曰亦作𠙹
[緇/⿰糹⿱𡿧田]	*ᅐᅳ	ʈʂɨ	說文黒紺包今人謂黒為考工記七入為亦作純䊷又紙韻
純	*ᅐᅳ	ʈʂɨ	周禮純帛無過五兩禮記以共純服又真軫震三韻
䊷	*ᅐᅳ	ʈʂɨ	禮記爵弁絰䊷衣
輺	*ᅐᅳ	ʈʂɨ	庫車說文軿車
鍿	*ᅐᅳ	ʈʂɨ	六銖荀子注八兩曰鍿
[椔/⿰木⿱𡿧田]	*ᅐᅳ	ʈʂɨ	木立死亦作葘荀子身如斷葘注葘與⿰木⿱𡿧田同又寘韻
湽	*ᅐᅳ	ʈʂɨ	水名臨湽郡名史記樂毅及田單傳作臨葘漢地理志作臨
[鶅/⿰⿱𡿧田鳥]	*ᅐᅳ	ʈʂɨ	東方雉名凡从⿱𡿧田者下从由然經史多从田玉篇收⿱𡿧田葘等字在田部内誤矣
施	*ᄾᅵ俗*ᄾᅳᇫ	ʃi/ʂɨ	申之切用也加也設也戚施面柔不能仰郭璞注爾雅戚施之人不能仰面柔之人似之亦作𩒂又余支切見下又商移切又紙寘二韻
䙾	*ᄾᅵ俗*ᄾᅳᇫ	ʃi/ʂɨ	䙾說文䙾司人也司與伺同
葹	*ᄾᅵ俗*ᄾᅳᇫ	ʃi/ʂɨ	豆屬見離騷韓愈詩不辨薋菉葹
鍦	*ᄾᅵ俗*ᄾᅳᇫ	ʃi/ʂɨ	短矛亦作鉇鉈又寘韻
鉇	*ᄾᅵ俗*ᄾᅳᇫ	ʃi/ʂɨ	方言吳揚江淮南楚五湖之間謂矛曰鉇
詩	*ᄾᅵ俗*ᄾᅳᇫ	ʃi/ʂɨ	志發於言
邿	*ᄾᅵ俗*ᄾᅳᇫ	ʃi/ʂɨ	任城有邿亭
翅	*ᄾᅵ俗*ᄾᅳᇫ	ʃi/ʂɨ	不翅猶言不止是也莊子不翅於父母郭無音徐音詩宜通用又翼也又見寘韻
尸	*ᄾᅵ俗*ᄾᅳᇫ	ʃi/ʂɨ	主也陳也利也又姓說文尸屋也古者祭祀皆有尸唯始死之奠及祭殤釋奠無尸又主也詩誰其尸之漢鮑宣傳以拱黙尸禄為智謂不憂其職但主食祿而已又與屍同論語寢不尸易師或輿尸世言徒居位為尸位盖言身膺其任而無其功徳與屍同
屍	*ᄾᅵ俗*ᄾᅳᇫ	ʃi/ʂɨ	在牀曰屍在棺曰柩通作尸
鳲	*ᄾᅵ俗*ᄾᅳᇫ	ʃi/ʂɨ	鳲鳩鴶鵴鮑宣傳作尸鳩
蓍	*ᄾᅵ俗*ᄾᅳᇫ	ʃi/ʂɨ	蒿屬用之以筮史記蓍千嵗則一本百莖其下必有神龜守之
㕧	*ᄾᅵ俗*ᄾᅳᇫ	ʃi/ʂɨ	呻吟又本韻
釃	*ᄾᅵ俗*ᄾᅳᇫ	ʂɨ	𥂖酒詩釃酒有藇陸徳明曰以篚𥂖酒馬援傳擊牛釃酒章懐太子曰釃猶濾也又疏也分也漢溝洫志釃二渠以引河亦作廝又見模薺韻
廝	*ᄾᅵ俗*ᄾᅳᇫ	ʂɨ	同上唐髙士㢘傳附故渠廝引旁出又見下
籭	*ᄾᅵ俗*ᄾᅳᇫ	ʂɨ	下物竹器亦作簁又霜夷切音雖微異而義同不可重押故於篩字下注云亦作籭簁字下亦作篩
簁	*ᄾᅵ俗*ᄾᅳᇫ	ʂɨ	同上亦作篩又皆薺二韻
蓰	*ᄾᅵ俗*ᄾᅳᇫ	ʂɨ	五倍曰蓰孟子或相倍蓰又薺韻
襹	*ᄾᅵ俗*ᄾᅳᇫ	ʂɨ	𧞬襹毛羽衣貌
䌳	*ᄾᅵ俗*ᄾᅳᇫ	ʃi/ʂɨ	廣韻繒似布說文粗緒也俗作絁
絁	*ᄾᅵ俗*ᄾᅳᇫ	ʃi/ʂɨ	隋史桑土調以絹絁唐志丁嵗輸綾絁二丈
師	*ᄾᅵ俗*ᄾᅳᇫ	ʂɨ	衆也範也法也效也又姓官名卦名又導之敎訓曰師公羊傳京師者何衆大也周禮五旅為師二千五百人又師子狻猊
篩	*ᄾᅵ俗*ᄾᅳᇫ	ʂɨ	竹器亦作簁籭又竹名一名太極又皆韻
獅	*ᄾᅵ俗*ᄾᅳᇫ	ʂɨ	爾雅狻猊也日走五百里亦作師子漢西域傳烏弋國出師子孟康曰師子似虎止黄有𩓿耏尾端茸毛大如斗又犬生二子曰獅故字从犬
螄	*ᄾᅵ俗*ᄾᅳᇫ	ʂɨ	螺螄
蒒	*ᄾᅵ俗*ᄾᅳᇫ	ʂɨ	草名
差	*ᅕᅳ	ʈʂʰɨ	叉兹切次也不齊等也又參差說文作縒又皆歌麻泰箇禡韻
縒	*ᅕᅳ	ʈʂʰɨ	參縒詩作參差參相參為參兩相參為差
嵯	*ᅕᅳ	ʈʂʰɨ	㠁嵯山不齊貌又歌韻
䡨	*ᅕᅳ	ʈʂʰɨ	却車抵堂一曰連車又皆韻
時	*ᄿᅵ俗*ᄿᅳᇫ	ʃʱi˩/ʂʱɨ˩	辰之切辰也是也姓也古文作旹
旹	*ᄿᅵ俗*ᄿᅳᇫ	ʃʱi˩/ʂʱɨ˩	班固賔戲及旹君之門閭又曰旹闇而久章从㞢从日
塒	*ᄿᅵ俗*ᄿᅳᇫ	ʃʱi˩/ʂʱɨ˩	雞栖垣毛傳鑿垣而棲曰塒
蒔	*ᄿᅵ俗*ᄿᅳᇫ	ʃʱi˩/ʂʱɨ˩	植立也更種也又寘韻
漦	*ᄿᅵ俗*ᄿᅳᇫ	ʃʱi˩/ʂʱɨ˩	涎沫一曰水名一曰順流漢五行志卜請其漦音丑之切又曰漦血也一曰沬也从未監本从牙誤
鰣	*ᄿᅵ俗*ᄿᅳᇫ	ʃʱi˩/ʂʱɨ˩	魚名
匙	*ᄿᅵ俗*ᄿᅳᇫ	ʃʱi˩/ʂʱɨ˩	匕也又常支切
𦑡	*ᄿᅵ俗*ᄿᅳᇫ	ʃʱi˩/ʂʱɨ˩	蠢飛貌亦作提
提	*ᄿᅵ俗*ᄿᅳᇫ	ʃʱi˩/ʂʱɨ˩	詩歸飛提提又朱提縣名見漢志又齊霽二韻
兒	*ᅀᅵ俗*ᅀᅳᇫ	ɻ˩	如支切嬰兒象形又齊韻
唲	*ᅀᅵ俗*ᅀᅳᇫ	ɻ˩	曲從貌又强笑語楚辭喔咿嚅唲又麻韻
而	*ᅀᅵ俗*ᅀᅳᇫ	ɻ˩	說文頰毛又汝也書而康而色語且而與其従辟人之士也又語助詩俟我於著乎而語室是逺而已而已而左傳不其餒而顔師古注韋孟詩曰而者發端之辭又因辭抑辭學而時習之因是之辭也其為人也孝弟而好犯上者鮮矣抑又之辭也又顋也考工記作其鱗之而
髵	*ᅀᅵ俗*ᅀᅳᇫ	ɻ˩	獸毛貌本作而亦作耏
耏	*ᅀᅵ俗*ᅀᅳᇫ	ɻ˩	頰旁毛本作而應劭曰輕罪不至于髠全而耏鬢故曰耏耏古而字从彡髮意也杜林以為法度字宜皆从寸改為耐耐音能奈如淳曰耐猶任也任其事也師古日依應氏之說耏當音而如氏之解則音乃代切羲亦兩通據如淳說則耏字當於支泰二韻通押
洏	*ᅀᅵ俗*ᅀᅳᇫ	ɻ˩	漣洏涕流
胹	*ᅀᅵ俗*ᅀᅳᇫ	ɻ˩	爛也又煮也左傳宣四年宰夫胹熊蹯不熟内則皆作濡
濡	*ᅀᅵ俗*ᅀᅳᇫ	ɻ˩	又魚銑二韻
聏	*ᅀᅵ俗*ᅀᅳᇫ	ɻ˩	和也莊子宋鈃尹文以聏合驩以調海内音義聏和萬物物合則驩矣又寘韻
陑	*ᅀᅵ俗*ᅀᅳᇫ	ɻ˩	地名在河曲之南廣韻一曰夔險也
栭	*ᅀᅵ俗*ᅀᅳᇫ	ɻ˩	梁上柱說文屋枅上標又木似栗而小爾雅注江淮呼小栗為栭栗毛詩傳栵栭也
鴯	*ᅀᅵ俗*ᅀᅳᇫ	ɻ˩	鷰也莊子鳥莫智於鷾鴯
鮞	*ᅀᅵ俗*ᅀᅳᇫ	ɻ˩	未成魚國語魚禁鯤鮞
輀	*ᅀᅵ俗*ᅀᅳᇫ	ɻ˩	喪車
斯	*ᄼᅳ	sɨ	相咨切此也則也即也又語已辭詩恩斯勤斯說文析也詩斧以斯之又模韻
析	*ᄼᅳ	sɨ	同上分也相如賦葴析苞茘張揖曰析似燕麥音斯又陌韻
廝	*ᄼᅳ	sɨ	養馬者又役也賤也或作㒋亦作厮蘓林曰廝取薪者也又見上
厮	*ᄼᅳ	sɨ	同上韋昭史記注析薪為厮
凘	*ᄼᅳ	sɨ	流冰又齊寘二韻
澌	*ᄼᅳ	sɨ	說文水索也又寘韻
虒	*ᄼᅳ	sɨ	似虎有角能行水中曰委虒又身貌又虒祈晉宫名
𩆵	*ᄼᅳ	sɨ	小雨
𪆁	*ᄼᅳ	sɨ	鸒𪆁鳥名亦作斯詩弁彼鸒斯
禠	*ᄼᅳ	sɨ	福也從示與褫字不同
私	*ᄼᅳ	sɨ	說文禾也又不公亦作厶說文自營為厶又曰姦衺也背公為厶爾雅女子謂姊妹夫為私詩譚公維私
思	*ᄼᅳ	sɨ	念也慮也詩悠悠我思又語已辭詩不可求思左傳于思于思杜預曰于思多鬚貌有兩音是思與䰄同又皆寘二韻揚雄甘泉賦儲精垂思無音禮部看詳許平去二聲通用詩終風且霾恵然肯來莫往莫來悠悠我思來字有兩音來讀如梨則思如字來如字則當音顋左傳于思于思棄甲復來亦然合於二韻通用
䰄	*ᄼᅳ	sɨ	䯱䰄多鬚亦作思又皆韻䯱音丕又音坯
偲	*ᄼᅳ	sɨ	相切責論語切切偲偲又皆韻
颸	*ᄼᅳ	sɨ	風貌又風也文選音摛
罳	*ᄼᅳ	sɨ	罘罳屏也漢未央宫東闕罘罳師古曰罘罳連闕曲閣也以覆重刻垣墉之處其形罘罳然一曰屏也釋名罘復也罳思也言臣將請事於此復思也字亦作罳後漢南宫内殿有罘罳監本注作罦罳誤又作罳又皆韻
緦	*ᄼᅳ	sɨ	十五升布又謂之緆
絲	*ᄼᅳ	sɨ	說文蠶所吐又一蠶為忽十忽為絲从二糸糸音覓从糸从系誤
司	*ᄼᅳ	sɨ	主守也又候也亦作伺古文反后為司言后王之道與有司相反也出納之吝謂之有司非君道也君道貴寛大又寘韻
伺	*ᄼᅳ	sɨ	候伺漢灌夫傳作候司又寘韻
覗	*ᄼᅳ	sɨ	視也覻也
鷥	*ᄼᅳ	sɨ	鷺鷥
雌	*ᅔᅳ	tsʰɨ	此兹切禽鳥雌雄又齊韻
貲	*ᅎᅳ	tsɨ	津私切財也亦作訾
訾	*ᅎᅳ	tsɨ	史漢以訾為郎又訾之為言量也史中言家亦不訾所費不訾謂無量可比也不訾之身亦謂貴重無量可比也通作貲又毁也譏也思也又姓又娵訾次名爾雅作娵觜又見下又紙韻
髭	*ᅎᅳ	tsɨ	口上須說文作頿在口上曰髭在下曰鬚在頰曰髯
觜	*ᅎᅳ	tsɨ	觜觿宿名又賄韻
鄑	*ᅎᅳ	tsɨ	城名古屬青州周屬紀後入齊杜預曰北海都昌縣西有訾城亦作訾
咨	*ᅎᅳ	tsɨ	嗟也謀也亦作諮左傳訪問於善為咨
資	*ᅎᅳ	tsɨ	賴也憑也託也機也助也貨也材質也又斧質為資易得其資斧又稟也給也
齎	*ᅎᅳ	tsɨ	持也裝也送也亦作資爾雅將資也郭璞日謂資裝也又歎聲易齎咨涕洟又齊韻
姿	*ᅎᅳ	tsɨ	態也亦作姕
姕	*ᅎᅳ	tsɨ	廣韻婦人貌又妓姕態貌妓音羈
粢	*ᅎᅳ	tsɨ	稷也說文作又祭飯詩傳黍稷曰粢在器曰盛
齍	*ᅎᅳ	tsɨ	黍稷在器周禮奉玉齍
𪗋	*ᅎᅳ	tsɨ	裳下緝說文緶也漢朱雲攝𪗋升堂顔師古曰𪗋衣下之裳亦作齊齋
