# 洪武正韻字表
# version: 20200322
# author: hhliow (github.com/hhliow)
# license: cc by-sa 4.0
# The pronunciation follows the system of 洪武正韻譯訓.
# Trailing ' denotes 全濁上聲 syllables pronounced as 去聲.
# The following common realization of the pronunciation is not marked explicitly:
#   Palatalization or fricativization of /k/ /g/ /ŋ/ /ʔ/ /h/ /ɦ/ before /i/ /y/;
#   Merge of syllable codae -p -t -k into [ʔ];
#   Loss of breathiness in /ʂʱ/ /ʃʱ/ /sʱ/ /fʱ/ /ɦ/ which results in their merge into [ʂ] [ʃ] [s] [f] [h]~[x] respectively;
#   Merges of /iaw/ and /iɛw/.
# Credits:
#   Digitalization of 洪武正韻 gloss is done by Kanseki Repository and reorganized by hhliow.
#   Digitalization of 洪武正韻譯訓 syllabary is done by hhliow.
#   IPA transcription and data organization is done by hhliow (github.com/hhliow).
position	heading	char	ytenx_syllabary_entry	譯訓	ipa	gloss_literal
vol01_p06b_entry10		烽	18	*ᄫᅮᇰ	fuŋ	(烽燧漢書注文)¶(穎曰邊方備㓂作高土櫓櫓上作桔臯桔臯頭兠零以薪草置其中常低之有㓂即火燃舉之以相告曰烽又多積薪寇至即)¶(燃之以望其煙曰燧顔師古曰晝則燔㸂夜則舉烽亦作㷭逢)
vol01_p06b_entry11		㷭	18	*ᄫᅮᇰ	fuŋ	(同上相如游獵賦起㷭㷭)
vol01_p06b_entry12		逢	18	*ᄫᅮᇰ	fuŋ	(相如封禪書大)¶↡¶(漢之徳逢涌原泉師古曰逢讀曰㷭言如㷭火之升又見下及陽韻)
vol01_p07a_entry01		峯	18	*ᄫᅮᇰ	fuŋ	(山峯亦作峰)
vol01_p07a_entry02		蠭	18	*ᄫᅮᇰ	fuŋ	(說文螫人飛蟲)¶(左傳蠭蠆有毒亦作蜂𧒒又與鋒同趙廣漢傳彊壯蠭氣)
vol01_p07a_entry03		蜂	18	*ᄫᅮᇰ	fuŋ	(詩莫予荓蜂)
vol01_p07a_entry04		𧒒	18	*ᄫᅮᇰ	fuŋ	(漢中山靖王傳讒言之徒𧒒生)¶(師古曰𧒒生言衆多也一曰與蜂同)
vol01_p07a_entry05		桻	18	*ᄫᅮᇰ	fuŋ	(木未)
vol01_p07a_entry06		封	18	*ᄫᅮᇰ	fuŋ	(大也厚也又姓又聚土也垤也培也封建也國名古作)¶(說文艸木妄生也大戴禮五十里為封又牛名漢西域傳罽賔國出封牛大月氏國出一封橐駝師古曰脊上有一封也封言)¶(其隆髙若封土也今俗呼為封牛又緘也又送豔二韻)
vol01_p07a_entry07		葑	18	*ᄫᅮᇰ	fuŋ	(菜名詩采葑采菲注蔓菁也又送韻)
vol01_p07a_entry08		犎	18	*ᄫᅮᇰ	fuŋ	(牛名一曰)¶(橐駝漢順帝時疎勒王來獻犎牛及師子亦作封)
vol01_p07a_entry09		崶	18	*ᄫᅮᇰ	fuŋ	(山名一名龍門山大魚上化龍)
vol01_p07a_entry10	○	馮	19	*ᄬᅮᇰ	fʱuŋ˩	(符中切姓又庚)¶(韻)
vol01_p07a_entry11		渢	19	*ᄬᅮᇰ	fʱuŋ˩	(水聲又覃勘二韻)
vol01_p07a_entry12		芃	19	*ᄬᅮᇰ	fʱuŋ˩	(草盛貌)
vol01_p07a_entry13		汎	19	*ᄬᅮᇰ	fʱuŋ˩	(浮也又勘韻)
vol01_p07a_entry14		梵	19	*ᄬᅮᇰ	fʱuŋ˩	(木得風貌又勘韻)
vol01_p07a_entry15		逢	19	*ᄬᅮᇰ	fʱuŋ˩	¶(遇也迎也值也太歳在甲曰閼逢關龍逢或音如逄又見上及陽韻)
vol01_p07a_entry16		縫	19	*ᄬᅮᇰ	fʱuŋ˩	(衣㑹也紩也縫掖大衣亦作逢荀子其衣逢又)¶↡¶(曰逢衣淺帶注逢掖大衣也與縫同又送韻)
vol01_p07b_entry01		摓	19	*ᄬᅮᇰ	fʱuŋ˩	(紩也與縫同莊子摓衣淺帶音義云本又作縫)
vol01_p07b_entry02	○	松	20	*ᄼᅲᇰ俗*ᄼᅮᇰ	s(y)uŋ	(息中)¶(切木名江名說文亦作㮤)
vol01_p07b_entry03		淞	20	*ᄼᅲᇰ俗*ᄼᅮᇰ	s(y)uŋ	(江名)
vol01_p07b_entry04		凇	20	*ᄼᅲᇰ俗*ᄼᅮᇰ	s(y)uŋ	(凍也)
vol01_p07b_entry05		菘	20	*ᄼᅲᇰ俗*ᄼᅮᇰ	s(y)uŋ	(菜名)
vol01_p07b_entry06		崧	20	*ᄼᅲᇰ俗*ᄼᅮᇰ	s(y)uŋ	(山大而髙通作嵩)
vol01_p07b_entry07		𪀚	20	*ᄼᅲᇰ俗*ᄼᅮᇰ	s(y)uŋ	(似鷹)¶(而小能捕雀)
vol01_p07b_entry08		𢤄	20	*ᄼᅲᇰ俗*ᄼᅮᇰ	s(y)uŋ	(惺了慧)
vol01_p07b_entry09		鬆	20	*ᄼᅲᇰ俗*ᄼᅮᇰ	s(y)uŋ	(鬆髪亂貌本韻思容切音雖微異而義不殊又通韻不可雙押故去之)¶(又送韻)
vol01_p07b_entry10		娀	20	*ᄼᅲᇰ俗*ᄼᅮᇰ	s(y)uŋ	(國名有娀氏髙辛妃生契)
vol01_p07b_entry11		嵩	20	*ᄼᅲᇰ俗*ᄼᅮᇰ	s(y)uŋ	(山髙也又中嶽詩作崧)
vol01_p07b_entry12	○	充	21	*ᅕᅲᇰ	tʃʰyuŋ	(昌中切美也滿也實)¶(之也)
vol01_p07b_entry13		㤝	21	*ᅕᅲᇰ	tʃʰyuŋ	(心動)
vol01_p07b_entry14		珫	21	*ᅕᅲᇰ	tʃʰyuŋ	(珥玉通作充詩充耳琇瑩)
vol01_p07b_entry15		忡	21	*ᅕᅲᇰ	tʃʰyuŋ	(憂也)
vol01_p07b_entry16		沖	21	*ᅕᅲᇰ	tʃʰyuŋ	(深也虚也老子太盈若沖書作)¶(冲又飛也又持中切)
vol01_p07b_entry17		冲	21	*ᅕᅲᇰ	tʃʰyuŋ	(同上又聲詩鑿冰冲冲从冰又持中切)
vol01_p07b_entry18		种	21	*ᅕᅲᇰ	tʃʰyuŋ	(稚也又姓亦通作冲又持中切)
vol01_p07b_entry19		翀	21	*ᅕᅲᇰ	tʃʰyuŋ	¶(直上飛通作冲又持中切)
vol01_p07b_entry20		茺	21	*ᅕᅲᇰ	tʃʰyuŋ	(茺蔚草也)
vol01_p07b_entry21		衝	21	*ᅕᅲᇰ	tʃʰyuŋ	(當也向也突也通道也又與䡴同詩與爾臨衝本作𧘂)
vol01_p07b_entry22		𧘂	21	*ᅕᅲᇰ	tʃʰyuŋ	¶(突也相如賦批巖𧘂擁又戰車後漢伏湛傳引詩作臨𧘂注曰臨臨車𧘂𧘂車)
vol01_p07b_entry23		罿	21	*ᅕᅲᇰ	tʃʰyuŋ	(鳥網又見上)
vol01_p07b_entry24		憧	21	*ᅕᅲᇰ	tʃʰyuŋ	(不絶貌易)¶↡¶(憧憧往來又漾韻)
vol01_p08a_entry01		䡴	21	*ᅕᅲᇰ	tʃʰyuŋ	(戰車亦作衝衝又漾韻)
vol01_p08a_entry02		艟	21	*ᅕᅲᇰ	tʃʰyuŋ	(舟名又見上及漾韻)
vol01_p08a_entry03		䂌	21	*ᅕᅲᇰ	tʃʰyuŋ	(矛也)
vol01_p08a_entry04		蹱	21	*ᅕᅲᇰ	tʃʰyuŋ	(躘蹱)¶(行貌)
vol01_p08a_entry05		𨙦	21	*ᅕᅲᇰ	tʃʰyuŋ	(馬不行又御韻)
vol01_p08a_entry06		傭	21	*ᅕᅲᇰ	tʃʰyuŋ	(均也直也齊等也詩昊天不傭注均也又見下)
vol01_p08a_entry07	○	中	22	*ᅐᅲᇰ	tʃyuŋ	(陟隆切極也成也宜)¶(也堪也任也列子得亦中亡亦中注半也又滿也漢制中二千石謂滿二千石也又中央盖四方之中也又内也又送韻)¶
vol01_p08a_entry08		衷	22	*ᅐᅲᇰ	tʃyuŋ	(方寸所藴也誠也善也正也適也中也裏也折衷斷其中也又送韻)
vol01_p08a_entry09		忠	22	*ᅐᅲᇰ	tʃyuŋ	(内盡其心而不欺也)
vol01_p08a_entry10		終	22	*ᅐᅲᇰ	tʃyuŋ	(極也)¶(窮也死也畢也春秋無終山戎國名)
vol01_p08a_entry11		螽	22	*ᅐᅲᇰ	tʃyuŋ	(詩注螽斯蚣蝑也陸璣疏曰蝗類也釋文云一名斯螽蘇轍曰螽斯一生八十)¶(一子或曰九十九子子名阜螽又名蠜)
vol01_p08a_entry12		衆	22	*ᅐᅲᇰ	tʃyuŋ	(多也又姓从目从乑三人為乑乑音吟衆立貌又送韻)
vol01_p08a_entry13		𩅧	22	*ᅐᅲᇰ	tʃyuŋ	(乆隂)¶(小雨)
vol01_p08a_entry14		鍾	22	*ᅐᅲᇰ	tʃyuŋ	(說文當也又酒器又量名左傳釜十則鍾六斛四斗曰鍾小爾雅二缶謂之鍾注八斛也亦作鐘漢書榖糴千)¶(鍾又姓又聚也左氏傳天鍾美於是晉書情之所鍾又龍鍾老病貌)
vol01_p08a_entry15		鐘	22	*ᅐᅲᇰ	tʃyuŋ	(說文樂器漢志金曰鐘又律名漢志黄鐘)¶↡¶(鐘種也周禮皆作鍾詩鍾鼔亦作鐘古字通用義異者自可分押)
vol01_p08b_entry01		忪	22	*ᅐᅲᇰ	tʃyuŋ	(心動也驚也惶遽也)
vol01_p08b_entry02		彸	22	*ᅐᅲᇰ	tʃyuŋ	(征彸遽行)¶
vol01_p08b_entry03		橦	22	*ᅐᅲᇰ	tʃyuŋ	(字㨾云本音同今借為木橦字又陽韻)
vol01_p08b_entry04	○	戎	23	*ᅀᅲᇰ	ʒyuŋ˩	(而中切兵也助也又姓又西夷名爾雅相也郭璞曰佐助)¶(也詩烝也無戎又纘戎祖考念兹戎功毛傳大也鄭箋戎猶汝也方言宋魯陳衛之間謂大曰戎又庚韻)
vol01_p08b_entry05		茙	23	*ᅀᅲᇰ	ʒyuŋ˩	(茙茙厚貌)¶(又茙葵爾雅菺茙葵)
vol01_p08b_entry06		襛	23	*ᅀᅲᇰ	ʒyuŋ˩	(衣厚詩何彼禯矣韓詩作茙又音農)
vol01_p08b_entry07		駥	23	*ᅀᅲᇰ	ʒyuŋ˩	(馬八尺)
vol01_p08b_entry08		狨	23	*ᅀᅲᇰ	ʒyuŋ˩	(禺屬毛可為布)
vol01_p08b_entry09		𢫨	23	*ᅀᅲᇰ	ʒyuŋ˩	¶(相助也通作戎又董韻)
vol01_p08b_entry10		絨	23	*ᅀᅲᇰ	ʒyuŋ˩	(細布)
vol01_p08b_entry11		茸	23	*ᅀᅲᇰ	ʒyuŋ˩	(草生貌又董韻)
vol01_p08b_entry12		㲨	23	*ᅀᅲᇰ	ʒyuŋ˩	(㲨罽也)
vol01_p08b_entry13		𥎂	23	*ᅀᅲᇰ	ʒyuŋ˩	(𥎂矛也)
vol01_p08b_entry14		鱅	23	*ᅀᅲᇰ	ʒyuŋ˩	¶(魚名似鰱而頭大)
vol01_p08b_entry15		慵	23	*ᅀᅲᇰ	ʒyuŋ˩	(嬾也)
vol01_p08b_entry16		𥧱	23	*ᅀᅲᇰ	ʒyuŋ˩	(窳器病)
vol01_p08b_entry17	○	崇	24	*ᅑᅮᇰ	ʈʂʱuŋ˩	(鉏中切髙也聚也充也就也又國名古作崈)¶
vol01_p08b_entry18		漴	24	*ᅑᅮᇰ	ʈʂʱuŋ˩	(水聲又漾韻)
vol01_p08b_entry19	○	蟲	25	*ᅑᅲᇰ	tʃʱyuŋ˩	(持中切有足曰蟲無足曰豸俗作虫又送韻)
vol01_p08b_entry20		爞	25	*ᅑᅲᇰ	tʃʱyuŋ˩	(旱灼爾雅爞爞薰也郭璞)¶(曰旱熱薰人詩作蟲蟲又音彤)
vol01_p08b_entry21		重	25	*ᅑᅲᇰ	tʃʱyuŋ˩	(複也疊也又禾名亦作穜種又本韻及董送韻)
vol01_p08b_entry22		穜	25	*ᅑᅲᇰ	tʃʱyuŋ˩	(禾先種後熟詩作重又本)¶↡¶(韻董送韻)
vol01_p09a_entry01		種	25	*ᅑᅲᇰ	tʃʱyuŋ˩	(同上又本韻董送韻)
vol01_p09a_entry02		蝩	25	*ᅑᅲᇰ	tʃʱyuŋ˩	(夏蠶周禮謂之原蠶)
vol01_p09a_entry03		盅	25	*ᅑᅲᇰ	tʃʱyuŋ˩	(器虛也)
vol01_p09a_entry04	○	融	26	*유ᇰ	jyuŋ˩	(以中切和也明)¶(也炊氣上出也方言宋衛荆吳之間謂長曰融又祝融俗作融)
vol01_p09a_entry05		瀜	26	*유ᇰ	jyuŋ˩	(冲瀜水深)
vol01_p09a_entry06		肜	26	*유ᇰ	jyuŋ˩	(祭之明日又祭之名爾雅商曰)¶(肜周曰繹夏曰復胙本从舟今作月又侵韻)
vol01_p09a_entry07		烿	26	*유ᇰ	jyuŋ˩	(火氣)
vol01_p09a_entry08		容	26	*유ᇰ	jyuŋ˩	(容儀又盛也受也包函也亦作頌)
vol01_p09a_entry09		頌	26	*유ᇰ	jyuŋ˩	¶(漢恵帝紀有罪當盜者皆頌繫顔師古曰古者頌與容同刑法志注頌謂寛容之不桎梏也又魯徐生善為頌蘇林曰漢舊儀)¶(有二郎為頌貌威儀又送韻从公从頁本頌䫉字取其形容盛徳因借為歌頌字)
vol01_p09a_entry10		溶	26	*유ᇰ	jyuŋ˩	(水貌又董韻)
vol01_p09a_entry11		蓉	26	*유ᇰ	jyuŋ˩	(芙蓉)¶(生於水者即荷華也古詩渉江採芙蓉生於木者亦名拒霜楚辭搴芙蓉兮木末又蓯蓉藥名)
vol01_p09a_entry12		庸	26	*유ᇰ	jyuŋ˩	(用也常也周禮民功)¶(曰庸爾雅庸勞也又雇也唐有租庸調用人之力歳二十日閏加二日不役者日為絹三尺謂之庸屈原懐沙賦誹疑俊桀兮)¶(固庸態也王逸注庸廝賤之人也又城也詩以作爾庸)
vol01_p09a_entry13		墉	26	*유ᇰ	jyuŋ˩	(城也垣也牆也亦作庸庸墉義異者分押)
vol01_p09a_entry14		鎔	26	*유ᇰ	jyuŋ˩	(銷也)¶↡¶(鑄也說文鑄器法也董仲舒傳猶金在鎔注鎔謂鑄器之模範)
vol01_p09b_entry01		鄘	26	*유ᇰ	jyuŋ˩	(國名紂都朝歌東衛南鄘北邶)
vol01_p09b_entry02		鏞	26	*유ᇰ	jyuŋ˩	(大鐘)¶(書笙鏞以間詩鼖鼔維鏞)
vol01_p09b_entry03		䡥	26	*유ᇰ	jyuŋ˩	(車行貌)
vol01_p09b_entry04		瑢	26	*유ᇰ	jyuŋ˩	(瑽瑢珮玉行聲)
vol01_p09b_entry05		傭	26	*유ᇰ	jyuŋ˩	(役賃又本韻)
vol01_p09b_entry06		𢧳	26	*유ᇰ	jyuŋ˩	(兵器𢧳戣也)¶
vol01_p09b_entry07	○	顒	27	*ᅌᅲᇰ	ŋyuŋ˩	(魚容切顒顒君徳也仰也大頭也)
vol01_p09b_entry08		喁	27	*ᅌᅲᇰ	ŋyuŋ˩	(噞喁魚口上見貌司馬相如傳延頸舉踵喁喁然師古曰喁喁)¶(衆口向上也又相應和聲莊子後者唱喁又魚有二韻)
vol01_p09b_entry09		禺	27	*ᅌᅲᇰ	ŋyuŋ˩	(番禺地名今廣州縣又魚御二韻)
vol01_p09b_entry10	○	弓	28	*규ᇰ	kyuŋ	¶(居中切弧也)
vol01_p09b_entry11		躬	28	*규ᇰ	kyuŋ	(身屈為躬躬圭象人鞠躬形又親也恭也說文作躳)
vol01_p09b_entry12		躳	28	*규ᇰ	kyuŋ	(从身从呂呂古膂字象脊骨之形)¶
vol01_p09b_entry13		宮	28	*규ᇰ	kyuŋ	(爾雅宮謂之室又云大山宮郭璞曰宮謂圍繞之也禮記君為廬宮之是也又音名漢志宮中也居中央暢四方唱)¶(始施生為四聲綱又曰宫為土為信為思為君鼂錯傳處于法宮之中法淳曰法宫路寢正殿也上从宀宀音綿深屋也下从)¶(呂呂脊也脊在身中故从呂)
vol01_p09b_entry14		恭	28	*규ᇰ	kyuŋ	(祗也說文本作亦作共龔又姓晉申生之後)
vol01_p09b_entry15		共	28	*규ᇰ	kyuŋ	(同上左傳不道不共杜預)¶↡¶(注貌正曰共又君令臣共正考父三命兹益共論語舜共已正南面漢書霍光輔政上共已正南面師古曰共讀曰恭又法也)¶(詩受小共大共毛音恭鄭音拱又與供同見周禮詩匪其止共孟子共為子職而已矣谷永傳惟正之共又共工古諸侯名官)¶(名共城縣名又諡法又董送御三韻)
vol01_p10a_entry01		供	28	*규ᇰ	kyuŋ	(設也給也通作共亦作龔又送韻)
vol01_p10a_entry02		龔	28	*규ᇰ	kyuŋ	(給也說文設也與恭同又姓)¶
vol01_p10a_entry03	○	穹	29	*큐ᇰ	kʰyuŋ	(丘中切髙也封禪書顥穹注謂天也顥言氣顥汗穹言天穹隆也)
vol01_p10a_entry04		芎	29	*큐ᇰ	kʰyuŋ	(香草說文作左傳作鞠)¶
vol01_p10a_entry05		鞠	29	*큐ᇰ	kʰyuŋ	(左傳有山鞠窮乎又屋韻)
vol01_p10a_entry06		銎	29	*큐ᇰ	kʰyuŋ	(斧穿也又銎銎擊貌)
vol01_p10a_entry07		𥳎	29	*큐ᇰ	kʰyuŋ	(車弓)
vol01_p10a_entry08	○	窮	30	*뀨ᇰ	kʱyuŋ˩	(渠宮切極也竟也究)¶(也塞也有窮國名說文作竆)
vol01_p10a_entry09		藭	30	*뀨ᇰ	kʱyuŋ˩	(芎藭葉似江離根曰芎藭苗曰蘪蕪說文作相如賦作穹窮)
vol01_p10a_entry10		蛩	30	*뀨ᇰ	kʱyuŋ˩	(同上)¶(切蛩蛩巨虚獸名一曰秦謂蟬蛻曰蛩)
vol01_p10a_entry11		邛	30	*뀨ᇰ	kʱyuŋ˩	(地名又勞也病也謂維王之邛與俯卬之卬不同邛从工从邑卬从匕从)¶(節)
vol01_p10a_entry12		筇	30	*뀨ᇰ	kʱyuŋ˩	(竹名)
vol01_p10a_entry13		𦭭	30	*뀨ᇰ	kʱyuŋ˩	(蓂莢也)
vol01_p10a_entry14		蛬	30	*뀨ᇰ	kʱyuŋ˩	(蟋蟀亦名蜻蛚通作蛩又董韻)
vol01_p10a_entry15		𦨰	30	*뀨ᇰ	kʱyuŋ˩	(南楚船小而深謂之𦨰)¶↡¶
vol01_p10b_entry01		𥞱	30	*뀨ᇰ	kʱyuŋ˩	(楈也)
vol01_p10b_entry02	○	農	31	*누ᇰ	nuŋ˩	(奴宗切炎帝神農又耕田之甿漢志闢土殖榖曰農又厲山氏有子曰農能殖百榖後世)¶(因名耕田甿為農又厚也書農用八政又種也左傳其庶人力於農穡杜預曰種曰農斂曰穡)
vol01_p10b_entry03		儂	31	*누ᇰ	nuŋ˩	(吳人謂我為儂韓愈)¶(瀧吏詩牙眼怖殺儂)
vol01_p10b_entry04		𩅽	31	*누ᇰ	nuŋ˩	(露多貌)
vol01_p10b_entry05		濃	31	*누ᇰ	nuŋ˩	(濃濃厚貌詩零露濃濃音奴同切又尼容切厚也淡之對)
vol01_p10b_entry06		醲	31	*누ᇰ	nuŋ˩	(厚酒)¶(又與濃同馬援傳明主醲於用賞)
vol01_p10b_entry07		穠	31	*누ᇰ	nuŋ˩	(華木稠多貌)
vol01_p10b_entry08		襛	31	*누ᇰ	nuŋ˩	(衣厚貌詩何彼襛矣)
vol01_p10b_entry09	○	舂	32	*ᄾᅲᇰ	ʃyuŋ	(書容切擣也黄)¶(帝臣雍父作舂)
vol01_p10b_entry10		摏	32	*ᄾᅲᇰ	ʃyuŋ	(撞也亦作舂)
vol01_p10b_entry11		憃	32	*ᄾᅲᇰ	ʃyuŋ	(愚也又陽送漾三韻)
vol01_p10b_entry12		蹖	32	*ᄾᅲᇰ	ʃyuŋ	(蹋也)
vol01_p10b_entry13		𩥫	32	*ᄾᅲᇰ	ʃyuŋ	(駑馬)
vol01_p10b_entry14		𪄻	32	*ᄾᅲᇰ	ʃyuŋ	(𪇆𪄻)¶(鳥名布榖也)
vol01_p10b_entry15	○	胷	33	*휴ᇰ	hyuŋ	(許容切膺也亦作匈匈)
vol01_p10b_entry16		匈	33	*휴ᇰ	hyuŋ	(荀子匈中相如賦其於匈中曾不蔕芥朱邑傳匈臆)¶(約結又匈奴北夷名又匈匈喧擾之意漢髙紀天下匈匈勞苦又匈匈讙議之聲荀子君子不為小人之匈匈而易其行漢書)¶(無音荀子有平去兩音宜從通用又送董韻)
vol01_p10b_entry17		凶	33	*휴ᇰ	hyuŋ	(不吉也禍也又董韻)
vol01_p10b_entry18		洶	33	*휴ᇰ	hyuŋ	(水勢又董韻)
vol01_p10b_entry19		兇	33	*휴ᇰ	hyuŋ	(惡暴又擾)¶↡¶(恐或作忷又董韻)
vol01_p11a_entry01		訩	33	*휴ᇰ	hyuŋ	(訟也衆語也亦作詾匈哅又董韻)
vol01_p11a_entry02		詾	33	*휴ᇰ	hyuŋ	(同上又嚇也又董韻)
vol01_p11a_entry03		哅	33	*휴ᇰ	hyuŋ	(同上又董送二)¶(韻)
vol01_p11a_entry04		跫	33	*휴ᇰ	hyuŋ	(人行聲莊子足音跫然又巨恭反又董韻)
vol01_p11a_entry05		兄	33	*휴ᇰ	hyuŋ	(長也男子先生為兄又庚韻漾韻)
vol01_p11a_entry06	○	邕	34	*ᅙᅲᇰ	ʔyuŋ	(於容)¶(切說文邑四方有水自邕城池者是也又和也)
vol01_p11a_entry07		噰	34	*ᅙᅲᇰ	ʔyuŋ	(鳥聲亦作嗈爾雅噰噰音聲和也通作邕詩作雝)
vol01_p11a_entry08		雍	34	*ᅙᅲᇰ	ʔyuŋ	(和也)¶(書黎民於變時雍亦作邕晉桑虞閨門邕穆又雍奴縣在幽州水經四方有水曰雍不流曰奴辟雍學名爾雅太嵗在戊曰著)¶(雍篆作雝又董送二韻)
vol01_p11a_entry09		雝	34	*ᅙᅲᇰ	ʔyuŋ	(詩雝雝喈喈又和也詩雝雝在宫有來雝雝周頌雝篇包咸注論語作雍又澤也詩于彼)¶(西雝又雝渠鳥名又董送二韻)
vol01_p11a_entry10		灉	34	*ᅙᅲᇰ	ʔyuŋ	(水名爾雅水自河出為灉亦作澭㴩周禮作維又送韻)
vol01_p11a_entry11		維	34	*ᅙᅲᇰ	ʔyuŋ	(周禮職方氏兗)¶(州其浸盧維釋文盧音雷維於恭切又支送二韻)
vol01_p11a_entry12		廱	34	*ᅙᅲᇰ	ʔyuŋ	(辟廱學名說文作廦廱爾雅廱廱和也通作雝雍天子曰辟廱)¶(詩箋辟廱者築土雝水之外圓如璧四方來觀者均辟雍與廱邕穆與雍類難雙押如蔡邕時雍辟廱之類不妨分押)¶↡¶
vol01_p11b_entry01		饔	34	*ᅙᅲᇰ	ʔyuŋ	(熟食詩作𩟷又送韻)
vol01_p11b_entry02		壅	34	*ᅙᅲᇰ	ʔyuŋ	(塞也障也堨也雞壅芡也又董韻)
vol01_p11b_entry03		癰	34	*ᅙᅲᇰ	ʔyuŋ	(癰癤俗作癕)
vol01_p11b_entry04		甕	34	*ᅙᅲᇰ	ʔyuŋ	(汲水缾古)¶(作前漢西域傳烏弋國有大鳥卵如甕顔師古音平聲又送韻)
vol01_p11b_entry05		罋	34	*ᅙᅲᇰ	ʔyuŋ	(見廣韻又送韻)
vol01_p11b_entry06	○	雄	35	*ᅘᅲᇰ	ɦyuŋ˩	(胡容切飛)¶(曰雌雄走曰牝牡借為英雄字又以中切)
vol01_p11b_entry07		熊	35	*ᅘᅲᇰ	ɦyuŋ˩	(獸似豕又以中切)¶¶
vol01_p11b_entry08	二支¶¶	支	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(旨而切度也持也出也纎支鮮支縞也析支月支戎國名又姓又支離披貌玉篇載充也又離支自異又本支詩本)¶(支百世揚雄傳支葉扶疏又茘支漢書南海獻茘支並作枝又四支孟子惰其四支漢書武紀民猶支體亦作枝肢胑又支梧)¶(亦作枝搘榰又黄支木名實黄可染一名鮮支子虛賦鮮支黄礫師古曰即今支子木也一名薝蔔薝音膽一名林蘭亦作巵)¶(梔古惟支字通用後人加偏旁以别之支枝肢巵梔義異者不妨重押篆文作今作支支乃篆文文字从十从又今以攴代)¶↡¶(支而以支代叟俗多作吏誤攴音普卜𭃄又翹移切令支縣名)
vol01_p12a_entry01		枝	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(枝柯左傳引詩本枝百世又四枝又茘枝枝梧通作)¶(支枝與枝不同音枚从攴攴與攵同)
vol01_p12a_entry02		肢	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(肢軆)
vol01_p12a_entry03		胑	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(同上荀子如四胑之從心)
vol01_p12a_entry04		巵	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(酒器亦作卮觝)¶(觶漢書注應劭曰飲酒禮器古以角作受四升古字作觝師古曰飲酒圓器也今尚有之又黄巵漢書千𤱔巵茜與字不同)¶(五果切木節也)
vol01_p12a_entry05		卮	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(漢紀髙祖奉玉卮為太上皇夀建本作巵非)
vol01_p12a_entry06		梔	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(杜甫有梔子詩)
vol01_p12a_entry07		觝	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(又霽韻)¶
vol01_p12a_entry08		觶	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(同上又寘韻廣韻本音寘今作奉觶字)
vol01_p12a_entry09		氏	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(月氏西域國名漢王恢傳作月支又閼氏單于后閼音煙又子)¶(盈切狋氏縣名又紙韻)
vol01_p12a_entry10		榰	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(柱砥爾雅榰柱也郭璞曰相榰柱也柱音注)
vol01_p12a_entry11		搘	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(搘捂亦作榰枝支)
vol01_p12a_entry12		禔	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	¶(安福又常支切又齊韻从示示音祈俗作祗)
vol01_p12a_entry13		祇	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(適所以之辭詩祇自疧兮亦作秪袛秖又見下)
vol01_p12a_entry14		祗	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(同上)¶(詩祗攪我心又恭也又見下)
vol01_p12a_entry15		袛	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(同上漢竇嬰傳袛加對師古曰字从衣)
vol01_p12a_entry16		衹	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(同上司馬遷傳衹取辱耳)¶↡¶
vol01_p12b_entry01		秖	36	*ᅐᅵ俗*ᅐᅵᇫ/*ᅐᅳᇫ	tʃi/ʈʂɨ	(同上鄒陽傳秖結怨而不見徳)
